direction,distance,signed_distance,q1,q2,short_range_MLIP_cm-1,full_EPC_response_Ry2,long_range_correction_cm-2,MLIP_plus_full_EPC_cm-1
KG,0.028,-0.028,0.324,0.324,1380.0902479070614,-4.212119393579425e-06,-220751.28892900381,1297.6508788727308
KG,0.0285,-0.0285,0.32383333333333336,0.32383333333333336,1380.0910423359626,-4.162722676605749e-06,-220156.43990854296,1297.8809056409686
KG,0.029,-0.029,0.32366666666666666,0.32366666666666666,1380.0918558663009,-4.115145782026571e-06,-219583.50569609163,1298.1024708906455
KG,0.029500000000000002,-0.029500000000000002,0.3235,0.3235,1380.092688710485,-4.067953429025396e-06,-219015.20224039938,1298.322235499237
KG,0.03,-0.03,0.3233333333333333,0.3233333333333333,1380.0935410827624,-4.022517634485861e-06,-218468.05175082112,1298.53383875336
KM,0.0005,0.0005,0.33349999999999996,0.333,1380.0705574390659,-7.458273895236475e-06,-259842.38533940626,1282.4789893681564
KM,0.001,0.001,0.3336666666666666,0.33266666666666667,1380.07057256686,-7.386566115578128e-06,-258978.86028951436,1282.8156239208759
KM,0.0015,0.0015,0.33383333333333337,0.3323333333333333,1380.070597660173,-7.316185214763655e-06,-258131.3138841337,1283.1459545359496
KM,0.002,0.002,0.334,0.332,1380.07063262336,-7.246528256271697e-06,-257292.48539378477,1283.4728145292586
KM,0.0025,0.0025,0.33416666666666667,0.33166666666666667,1380.0706773627815,-7.177239072491e-06,-256458.08574891672,1283.7978769135154
KM,0.003,0.003,0.3343333333333333,0.3313333333333333,1380.0707317867982,-7.107859162850103e-06,-255622.5935579773,1284.1232928253312
KM,0.0035,0.0035,0.3345,0.331,1380.070795805774,-7.03894060411896e-06,-254792.65708315768,1284.4464739150576
KM,0.004,0.004,0.33466666666666667,0.33066666666666666,1380.070869332077,-6.970572192782939e-06,-253969.3456364603,1284.7670056249635
KM,0.0045000000000000005,0.0045000000000000005,0.3348333333333333,0.3303333333333333,1380.0709522800762,-6.9026098267740285e-06,-253150.92390065658,1285.0855650214812
KM,0.005,0.005,0.33499999999999996,0.33,1380.0710445661437,-6.8347567570040835e-06,-252333.81834059628,1285.4035435260364
KM,0.0055,0.0055,0.33516666666666667,0.32966666666666666,1380.0711461086544,-6.767317266720465e-06,-251521.69321987277,1285.7195164971954
KM,0.006,0.006,0.3353333333333333,0.3293333333333333,1380.071256827983,-6.7003394772332966e-06,-250715.1280287021,1286.0332600263753
KM,0.006500000000000001,0.006500000000000001,0.33549999999999996,0.329,1380.0713766465092,-6.633792206093484e-06,-249913.74725934945,1286.3449216208076
KM,0.007,0.007,0.3356666666666666,0.32866666666666666,1380.0715054886093,-6.56740863321523e-06,-249114.33779004466,1286.655751345927
KM,0.0075,0.0075,0.3358333333333334,0.3283333333333333,1380.0716432806637,-6.5014415482270926e-06,-248319.94378388504,1286.9645670349694
KM,0.008,0.008,0.336,0.328,1380.0717899510503,-6.435873616747048e-06,-247530.35649541538,1287.2714511412426
KM,0.0085,0.0085,0.33616666666666667,0.32766666666666666,1380.0719454301475,-6.370814775317776e-06,-246746.89981109474,1287.5758908710031
KM,0.009000000000000001,0.009000000000000001,0.3363333333333333,0.3273333333333333,1380.0721096503316,-6.305837219748925e-06,-245964.42199373955,1287.8798879713036
KM,0.0095,0.0095,0.3365,0.327,1380.0722825459761,-6.241332651006786e-06,-245187.6400154563,1288.1816118219529
KM,0.01,0.01,0.33666666666666667,0.32666666666666666,1380.0724640534493,-6.177246033507077e-06,-244415.8911224141,1288.481321135912
KM,0.0105,0.0105,0.3368333333333333,0.3263333333333333,1380.0726541111178,-6.1135461606610285e-06,-243648.79951618152,1288.779163048939
KM,0.011,0.011,0.33699999999999997,0.326,1380.072852659341,-6.050045527337658e-06,-242884.1072077598,1289.0760146087316
KM,0.0115,0.0115,0.33716666666666667,0.32566666666666666,1380.0730596404708,-5.986996929433896e-06,-242124.85843573173,1289.3706959248293
KM,0.012,0.012,0.3373333333333333,0.3253333333333333,1380.0732749988506,-5.9242780798209485e-06,-241369.58058444102,1289.6637793555387
KM,0.0125,0.0125,0.33749999999999997,0.325,1380.073498680816,-5.862082904839623e-06,-240620.608968883,1289.9543607400324
KM,0.013000000000000001,0.013000000000000001,0.3376666666666666,0.32466666666666666,1380.07373063469,-5.800040024756877e-06,-239873.47133090073,1290.2441748200417
KM,0.0135,0.0135,0.3378333333333334,0.3243333333333333,1380.0739708107833,-5.73843509239014e-06,-239131.60758126248,1290.53188931083
KM,0.014,0.014,0.338,0.324,1380.0742191613926,-5.677155717071966e-06,-238393.66428025533,1290.8180298220475
KM,0.0145,0.0145,0.33816666666666667,0.32366666666666666,1380.0744756407985,-5.616377234656499e-06,-237661.75287105772,1291.1017796611416
KM,0.015,0.015,0.3383333333333333,0.3233333333333333,1380.0747402052639,-5.555804572842146e-06,-236932.3200108501,1291.3845161460533
KM,0.0155,0.0155,0.3385,0.323,1380.0750128130326,-5.495641185592081e-06,-236207.8157489093,1291.6652914907881
KM,0.016,0.016,0.33866666666666667,0.32266666666666666,1380.075293424327,-5.435780663419068e-06,-235486.95867256017,1291.9446028555876
KM,0.0165,0.0165,0.3388333333333333,0.3223333333333333,1380.0755820013458,-5.376518333052921e-06,-234773.30518851755,1292.221075067202
KM,0.017,0.017,0.33899999999999997,0.322,1380.0758785082626,-5.3173152543081425e-06,-234060.36522899824,1292.4972205816748
KM,0.0175,0.0175,0.33916666666666667,0.32166666666666666,1380.0761829112234,-5.2586077819136285e-06,-233353.39349915186,1292.771007232008
KM,0.018000000000000002,0.018000000000000002,0.3393333333333333,0.3213333333333333,1380.076495178344,-5.200149396015676e-06,-232649.42133825604,1293.0435844183621
KM,0.0185,0.0185,0.33949999999999997,0.321,1380.0768152797089,-5.142275995457769e-06,-231952.4937337159,1293.313389066574
KM,0.019,0.019,0.3396666666666666,0.32066666666666666,1380.0771431873666,-5.0847125345154345e-06,-231259.29850833013,1293.5817031173071
KM,0.0195,0.0195,0.3398333333333334,0.3203333333333333,1380.0774788753304,-5.0272920631958355e-06,-230567.8252037972,1293.8493043995081
KM,0.02,0.02,0.34,0.32,1380.077822319574,-4.970258855439167e-06,-229881.01543492381,1294.1150567949564
KM,0.0205,0.0205,0.3401666666666667,0.31966666666666665,1380.0781734980276,-4.913849830885847e-06,-229201.72225399077,1294.3778593253444
KM,0.021,0.021,0.3403333333333333,0.3193333333333333,1380.0785323905777,-4.857573995590817e-06,-228524.03297519305,1294.6399972927368
KM,0.021500000000000002,0.021500000000000002,0.3405,0.319,1380.0788989790638,-4.801738417807864e-06,-227851.64539994678,1294.9000432494076
KM,0.022,0.022,0.3406666666666667,0.31866666666666665,1380.0792732472742,-4.746095133899988e-06,-227181.57348108903,1295.1591512110144
KM,0.0225,0.0225,0.3408333333333333,0.3183333333333333,1380.0796551809437,-4.691219069229065e-06,-226520.74062991713,1295.414649451841
KM,0.023,0.023,0.34099999999999997,0.318,1380.0800447677518,-4.636199362195641e-06,-225858.17799741833,1295.6707729854609
KM,0.0235,0.0235,0.3411666666666667,0.31766666666666665,1380.0804419973192,-4.58179031542209e-06,-225202.9691058091,1295.92401678405
KM,0.024,0.024,0.3413333333333333,0.3173333333333333,1380.0808468612024,-4.527614673690814e-06,-224550.57094271132,1296.1761349949406
KM,0.0245,0.0245,0.34149999999999997,0.317,1380.081259352894,-4.473978421508502e-06,-223904.66825875675,1296.4257071495895
KM,0.025,0.025,0.3416666666666666,0.31666666666666665,1380.0816794678167,-4.420510597902279e-06,-223260.7938386149,1296.6744572806601
KM,0.025500000000000002,0.025500000000000002,0.3418333333333334,0.3163333333333333,1380.082107203321,-4.3675219501067544e-06,-222622.68978701346,1296.9209431710728
KM,0.026000000000000002,0.026000000000000002,0.342,0.316,1380.0825425586831,-4.314706176546569e-06,-221986.66753509128,1297.1665878907565
KM,0.0265,0.0265,0.3421666666666667,0.31566666666666665,1380.0829855350983,-4.262520795805619e-06,-221358.23664903315,1297.4092686251463
KM,0.027,0.027,0.3423333333333333,0.3153333333333333,1380.08343613568,-4.210487567805423e-06,-220731.63802864653,1297.6512060902262
KM,0.0275,0.0275,0.3425,0.315,1380.0838943654553,-4.158945885814952e-06,-220110.95874218148,1297.8908262040916
KM,0.028,0.028,0.3426666666666667,0.31466666666666665,1380.0843602313616,-4.107413305091716e-06,-219490.38905571075,1298.130367990633
KM,0.0285,0.0285,0.3428333333333333,0.3143333333333333,1380.0848337422412,-4.056638572916091e-06,-218878.94559247553,1298.3663592117882
KM,0.029,0.029,0.34299999999999997,0.314,1380.0853149088398,-4.005963575213682e-06,-218268.70315953816,1298.6018532512162
KM,0.029500000000000002,0.029500000000000002,0.3431666666666667,0.31366666666666665,1380.085803743801,-3.955777066981687e-06,-217664.3432528249,1298.8350482037158
KM,0.03,0.03,0.3433333333333333,0.3133333333333333,1380.0863002616625,-3.9057553184153645e-06,-217061.9674278834,1299.0674458018107
