lattice_temperature_K,signed_q_2pi_over_a,direction,MLIP_plus_full_EPC_cm-1,DFT_TDEP_plus_same_full_EPC_cm-1,raw_DFT_TDEP_cm-1
300,0.002,KM,1281.8602039483783,1280.4244124270067,1280.6795346074066
300,0.002333333333333333,KM,1281.9640228510627,1280.5263079387742,1280.6829700029598
300,0.0026666666666666666,KM,1282.0724160175967,1280.6324692800306,1280.6869345644475
300,0.003,KM,1282.205105445553,1280.7626407843275,1280.691428443503
300,0.003333333333333333,KM,1282.3414203165717,1280.8961285806752,1280.6964517845026
300,0.003666666666666666,KM,1282.4892463547637,1281.0408274874626,1280.70200472453
300,0.004,KM,1282.6588050522992,1281.2069708404097,1280.7080873933398
300,0.004333333333333333,KM,1282.825519718667,1281.3699544096094,1280.714699913325
300,0.004666666666666666,KM,1283.0133683087342,1281.5537836641254,1280.72184239948
300,0.004999999999999999,KM,1283.2105967400546,1281.746691546228,1280.7295149593688
300,0.005333333333333333,KM,1283.4062333988854,1281.9376942478802,1280.7377176930884
300,0.005666666666666667,KM,1283.6264394573157,1282.1529832897143,1280.746450693236
300,0.006,KM,1283.8442661132983,1282.3655793987157,1280.755714044875
300,0.006333333333333333,KM,1284.0691129259596,1282.5848933329162,1280.7655078255002
300,0.006666666666666666,KM,1284.3114203445393,1282.8213781263273,1280.775832105005
300,0.007,KM,1284.5467907476775,1283.0506083345144,1280.786686945649
300,0.007333333333333332,KM,1284.7978938795768,1283.2952805626821,1280.7980724020226
300,0.007666666666666666,KM,1285.0535456197285,1283.5441982043553,1280.8099885210154
300,0.008,KM,1285.3056934332044,1283.7892997408744,1280.8224353417838
300,0.008333333333333333,KM,1285.5739487916378,1284.0502203341669,1280.835412895717
300,0.008666666666666666,KM,1285.8384050687173,1284.3070303875684,1280.8489212064053
300,0.009,KM,1286.1062084387747,1284.566885088345,1280.8629602896099
300,0.009333333333333332,KM,1286.3834615806668,1284.8358950589611,1280.8775301532262
300,0.009666666666666667,KM,1286.6553499914514,1285.099228588806,1280.892630797258
300,0.009999999999999998,KM,1286.9352441646893,1285.3702729159427,1280.9082622137826
300,0.010333333333333333,KM,1287.2164584928753,1285.6423349967104,1280.9244243869193
300,0.010666666666666666,KM,1287.4946285700119,1285.9110456849558,1280.941117292801
300,0.011,KM,1287.7795167447266,1286.1861799794985,1280.958340899541
300,0.011333333333333334,KM,1288.0618564849678,1286.45846058839,1280.976095167205
300,0.011666666666666667,KM,1288.3451348916317,1286.731379584256,1280.9943800477783
300,0.012,KM,1288.6309841862424,1287.0065719433876,1281.0131954851386
300,0.012333333333333332,KM,1288.9146556355822,1287.2792836518931,1281.0325414150263
300,0.012666666666666666,KM,1289.1996669392092,1287.5530375588519,1281.0524177650127
300,0.013,KM,1289.484483456245,1287.8262978028215,1281.0728244544746
300,0.013333333333333332,KM,1289.7685608131349,1288.0985200363214,1281.0937613945628
300,0.013666666666666667,KM,1290.0513275014857,1288.3691327370711,1281.1152284881766
300,0.014,KM,1290.3346733561239,1288.6400289560008,1281.1372256299333
300,0.014333333333333333,KM,1290.6178050832782,1288.910415147643,1281.1597527061415
300,0.014666666666666665,KM,1290.8983152908809,1289.1778814992979,1281.182809594775
300,0.015,KM,1291.1805686628225,1289.4467992981254,1281.206396165445
300,0.015333333333333332,KM,1291.459309633152,1289.7119067387798,1281.2305122793741
300,0.015666666666666666,KM,1291.737298210086,1289.9759683311693,1281.2551577893676
300,0.016,KM,1292.0175961286004,1290.2420508564014,1281.2803325397922
300,0.01633333333333333,KM,1292.2913944752152,1290.501334129926,1281.3060363665463
300,0.016666666666666666,KM,1292.5674212631432,1290.7625590397297,1281.3322690970376
300,0.017,KM,1292.842153185414,1291.022198287828,1281.3590305501573
300,0.017333333333333333,KM,1293.1112096055565,1291.2758658823836,1281.3863205362559
300,0.017666666666666664,KM,1293.3857864032118,1291.534774477485,1281.4141388571209
300,0.018,KM,1293.6543252631334,1291.787350194784,1281.4424853059495
300,0.018333333333333333,KM,1293.9215619593142,1292.0383364486972,1281.4713596673312
300,0.018666666666666665,KM,1294.193087016446,1292.2933329049545,1281.5007617172196
300,0.019,KM,1294.4545212557687,1292.537940212666,1281.530691222913
300,0.019333333333333334,KM,1294.720110130165,1292.7864257435724,1281.5611479430333
300,0.019666666666666666,KM,1294.9848397479145,1293.0337692159858,1281.5921316275028
300,0.019999999999999997,KM,1295.2418686665867,1293.2731197672765,1281.623642017525
300,0.02033333333333333,KM,1295.5066768293714,1293.51998184517,1281.6556788455625
300,0.020666666666666667,KM,1295.763089585661,1293.7581571083865,1281.6882418353182
300,0.020999999999999998,KM,1296.0181658757908,1293.9947162547726,1281.7213307017169
300,0.021333333333333333,KM,1296.2791862658921,1294.236952363479,1281.7549451508833
300,0.021666666666666667,KM,1296.5280493651467,1294.4667365720713,1281.789084880125
300,0.022,KM,1296.7830182501493,1294.7023618859548,1281.8237495779167
300,0.022333333333333334,KM,1297.0367211528671,1294.9364459733367,1281.858938923879
300,0.02266666666666667,KM,1297.280721300397,1295.160539331697,1281.8946525887623
300,0.023,KM,1297.5345372084416,1295.3941934339905,1281.9308902344335
300,0.023333333333333334,KM,1297.7790916885217,1295.6183008918497,1281.967651513855
300,0.02366666666666667,KM,1298.02303078436,1295.8415230487908,1282.0049360710723
300,0.024,KM,1298.2739683558702,1296.0714878631043,1282.0427435411987
300,0.024333333333333332,KM,1298.510362536513,1296.2866180548071,1282.081073550401
300,0.024666666666666663,KM,1298.7538676680158,1296.508605975564,1282.1199257158835
300,0.024999999999999998,KM,1298.9962254527486,1296.7291804682766,1282.1592996458778
300,0.025333333333333333,KM,1299.2279902622186,1296.9388804198404,1282.1991949396268
300,0.025666666666666664,KM,1299.4715286224396,1297.160112931594,1282.2396111873763
300,0.026,KM,1299.704941800928,1297.370941744146,1282.2805479703593
300,0.026333333333333334,KM,1299.93685617497,1297.5800096631765,1282.3220048607875
300,0.026666666666666665,KM,1300.1761942090943,1297.7962567303841,1282.3639814218393
300,0.027,KM,1300.3994221336538,1297.996107302845,1282.4064772076501
300,0.027333333333333334,KM,1300.6313164330318,1298.204384642326,1282.449491763305
300,0.027666666666666666,KM,1300.8637103509925,1298.4129083762084,1282.4930246248261
300,0.028,KM,1301.0861355572065,1298.611191597521,1282.5370753191683
300,0.028333333333333335,KM,1301.322262460395,1298.8229510719584,1282.5816433642071
300,0.028666666666666667,KM,1301.5477153586266,1299.0237658717037,1282.6267282687368
300,0.029,KM,1301.7721333881632,1299.2232948286362,1282.6723295324618
300,0.02933333333333333,KM,1302.0054279347307,1299.4314702985837,1282.7184466459871
300,0.029666666666666664,KM,1302.2220702655845,1299.6227144102875,1282.7650790908206
300,0.03,KM,1302.4477222869825,1299.8227413509094,1282.812226339362
300,0.03033333333333333,KM,1302.6727635893023,1300.021913054256,1282.8598878549021
300,0.030666666666666665,KM,1302.886321674227,1300.209336049197,1282.9080630916192
300,0.031,KM,1303.1135804171197,1300.4102473376038,1282.9567514945752
300,0.03133333333333333,KM,1303.3287198180474,1300.5987750193271,1283.0059524997152
300,0.03166666666666666,KM,1303.5431160298488,1300.7863201055172,1283.0556655338653
300,0.032,KM,1303.7673702057061,1300.983507882218,1283.1058900147304
300,0.03233333333333333,KM,1303.9743912312613,1301.1631908222496,1283.1566253508975
300,0.03266666666666666,KM,1304.191542630748,1301.3527925853414,1283.2078709418336
300,0.033,KM,1304.4083429716632,1301.5418108211459,1283.2596261778872
300,0.03333333333333333,KM,1304.61313656452,1301.7185654448667,1283.311890440292
300,0.033666666666666664,KM,1304.8320494968734,1301.9092419846343,1283.364663101167
300,0.034,KM,1305.038066301296,1302.0867662165704,1283.4179435235208
300,0.034333333333333334,KM,1305.2439195078557,1302.2639005487565,1283.4717310612568
300,0.034666666666666665,KM,1305.4608416207172,1302.4519050125623,1283.5260250591753
300,0.034999999999999996,KM,1305.6598107459113,1302.6216923595305,1283.580824852981
300,0.03533333333333333,KM,1305.869753500181,1302.8022577352483,1283.636129769286
300,0.035666666666666666,KM,1306.0797376891937,1302.9826453185071,1283.6919391256208
300,0.036,KM,1306.2775529788387,1303.1506171174062,1283.7482522304379
300,0.03633333333333333,KM,1306.4911129380225,1303.3341551341477,1283.8050683831214
300,0.03666666666666667,KM,1306.6919229103162,1303.5046977762618,1283.8623868739944
300,0.037,KM,1306.8925820980724,1303.6748761362887,1283.9202069843302
300,0.03733333333333333,KM,1307.1046409207172,1303.8562710799888,1283.9785279863602
300,0.03766666666666667,KM,1307.2984128279597,1304.0191238940072,1284.0373491432872
300,0.038,KM,1307.5038550796235,1304.1934682956594,1284.096669709295
300,0.03833333333333333,KM,1307.7094457243036,1304.3677553552393,1284.1564889295598
300,0.03866666666666667,KM,1307.9023298589132,1304.5290986685898,1284.216806040266
300,0.039,KM,1308.1113943265273,1304.7064612912993,1284.2776202686161
300,0.03933333333333333,KM,1308.3073143508614,1304.870444125159,1284.338930832849
300,0.03966666666666667,KM,1308.5031038712223,1305.0340965079938,1284.40073694225
300,0.039999999999999994,KM,1308.710117323997,1305.208805093978,1284.4630377971698
450,-0.039999999999999994,KG,1287.6833653389324,1325.6414967078226,1306.558805827581
450,-0.03966666666666667,KG,1287.5498115992216,1325.533489158529,1306.5155019590054
450,-0.03933333333333333,KG,1287.3927289369856,1325.402528496523,1306.4725423324587
450,-0.039,KG,1287.2327220055738,1325.2686279799948,1306.4299273649829
450,-0.03866666666666667,KG,1287.0918193188818,1325.1531819935365,1306.387657471263
450,-0.03833333333333333,KG,1286.920883731136,1325.0084629500627,1306.3457330636134
450,-0.038,KG,1286.7692726408877,1324.882408785586,1306.304154551959
450,-0.03766666666666667,KG,1286.6154292639471,1324.754080438712,1306.2629223438198
450,-0.03733333333333333,KG,1286.4396824551611,1324.6043720819573,1306.2220368442934
450,-0.037,KG,1286.2927104117357,1324.4825005310452,1306.1814984560378
450,-0.03666666666666667,KG,1286.1238958812553,1324.3393056573002,1306.1413075792582
450,-0.03633333333333333,KG,1285.9529983839868,1324.1939762369716,1306.1014646116848
450,-0.036,KG,1285.8012724214746,1324.0671510675209,1306.0619699485628
450,-0.035666666666666666,KG,1285.6203070697225,1323.91181655844,1306.0228239826283
450,-0.03533333333333333,KG,1285.4584561920633,1323.7749273560535,1305.9840271040982
450,-0.034999999999999996,KG,1285.2944317738084,1323.6358092697644,1305.945579700651
450,-0.034666666666666665,KG,1285.1089478369465,1323.4757339926807,1305.9074821574095
450,-0.034333333333333334,KG,1284.9515590581425,1323.342818435412,1305.869734856924
450,-0.034,KG,1284.7728044424234,1323.1890342097042,1305.8323381791583
450,-0.033666666666666664,KG,1284.5919566121902,1323.0330938429854,1305.7952925014702
450,-0.03333333333333333,KG,1284.4296712261068,1322.8950509907907,1305.758598198596
450,-0.033,KG,1284.2388304351912,1322.7291561316047,1305.7222556426348
450,-0.03266666666666666,KG,1284.0663923526754,1322.5810002736355,1305.6862652030304
450,-0.03233333333333333,KG,1283.8917376903835,1322.4305623045595,1305.6506272465547
450,-0.032,KG,1283.6961622334309,1322.2596821391894,1305.615342137293
450,-0.03166666666666666,KG,1283.5275797578713,1322.1148749864617,1305.5804102366255
450,-0.03133333333333333,KG,1283.3380974656623,1321.9496436385973,1305.545831903211
450,-0.031,KG,1283.1463681397163,1321.782095529076,1305.5116074929717
450,-0.030666666666666665,KG,1282.9721685837699,1321.631427612534,1305.477737359075
450,-0.03033333333333333,KG,1282.770152471501,1321.4536183648029,1305.444221851918
450,-0.03,KG,1282.585247418743,1321.2922795823142,1305.41106131911
450,-0.029666666666666664,KG,1282.3973366074279,1321.1278816145714,1305.378256105457
450,-0.02933333333333333,KG,1282.1881181525966,1320.9426582438275,1305.3458065529453
450,-0.029,KG,1282.0025792261727,1320.7802757424413,1305.3137130007237
450,-0.028666666666666667,KG,1281.7937872947132,1320.5951775300816,1305.2819757850882
450,-0.028333333333333335,KG,1281.5785393911533,1320.4036668149122,1305.2505952394642
450,-0.028,KG,1281.3791527223814,1320.227403076937,1305.2195716943934
450,-0.027666666666666666,KG,1281.1652382671443,1320.036889689748,1305.188905477511
450,-0.027333333333333334,KG,1280.9824290467807,1319.8764144367692,1305.1585969135378
450,-0.027,KG,1280.7990777854552,1319.7152599076699,1305.1286463242557
450,-0.026666666666666665,KG,1280.592522738982,1319.531431702262,1305.099054028496
450,-0.026333333333333334,KG,1280.4061575361166,1319.3670420606372,1305.069820342123
450,-0.026,KG,1280.198576492765,1319.1819062086743,1305.040945578014
450,-0.025666666666666664,KG,1279.9874662030065,1318.9931876399523,1305.0124300460482
450,-0.025333333333333333,KG,1279.7907461731077,1318.8182743889429,1304.9842740530858
450,-0.024999999999999998,KG,1279.56900038553,1318.6189154072651,1304.9564779029536
450,-0.024666666666666663,KG,1279.361888973402,1318.4335956869088,1304.9290418964304
450,-0.024333333333333332,KG,1279.1521181514897,1318.2455320066279,1304.9019663312267
450,-0.024,KG,1278.9246319850013,1318.040114033405,1304.8752515019728
450,-0.02366666666666667,KG,1278.7185973014268,1317.8553451744665,1304.8488977002003
450,-0.023333333333333334,KG,1278.4950289787548,1317.6533961796601,1304.822905214325
450,-0.023,KG,1278.2692088215679,1317.4490941247705,1304.7972743296336
450,-0.02266666666666667,KG,1278.0568103221335,1317.2576448527118,1304.7720053282649
450,-0.022333333333333334,KG,1277.822224827757,1317.0444979731203,1304.7470984891954
450,-0.022,KG,1277.6006327586238,1316.843785533659,1304.7225540882232
450,-0.021666666666666667,KG,1277.3765432323648,1316.6404764815554,1304.6983723979495
450,-0.021333333333333333,KG,1277.1367801003873,1316.4217867011225,1304.6745536877668
450,-0.020999999999999998,KG,1276.9154579950548,1316.2208117231269,1304.6510982238392
450,-0.020666666666666667,KG,1276.678761673067,1316.004744361069,1304.6280062690885
450,-0.02033333333333333,KG,1276.4399951994312,1315.7864904834535,1304.6052780831778
450,-0.019999999999999997,KG,1276.2121437575656,1315.5786455392708,1304.5829139224952
450,-0.019666666666666666,KG,1275.965348774756,1315.3522430812823,1304.5609140401382
450,-0.019333333333333334,KG,1275.7291770305758,1315.1359638166396,1304.5392786858984
450,-0.019,KG,1275.4905112201716,1314.9170818330367,1304.5180081062445
450,-0.018666666666666665,KG,1275.2389236861206,1314.6854812295148,1304.4971025443092
450,-0.018333333333333333,KG,1275.0014088251432,1314.467345427511,1304.476562239869
450,-0.018,KG,1274.7515252408623,1314.2370253464271,1304.4563874293344
450,-0.017666666666666664,KG,1274.4998615239886,1314.0047907314236,1304.4365783457285
450,-0.017333333333333333,KG,1274.255645067837,1313.779590240248,1304.4171352186745
450,-0.017,KG,1273.99739275613,1313.5405858095296,1304.3980582743814
450,-0.016666666666666666,KG,1273.7460662750814,1313.3081072843563,1304.379347735625
450,-0.01633333333333333,KG,1273.4922192540073,1313.0729914118533,1304.361003821735
450,-0.016,KG,1273.2294646680002,1312.8290427579764,1304.3430267485787
450,-0.015666666666666666,KG,1272.9745920443952,1312.5925434103442,1304.3254167285456
450,-0.015333333333333332,KG,1272.7112749480957,1312.3476583733577,1304.308173970533
450,-0.015,KG,1272.445865717255,1312.1005473084278,1304.2912986799295
450,-0.014666666666666665,KG,1272.1825421471488,1311.8552606051564,1304.2747910586002
450,-0.014333333333333333,KG,1271.9120358977632,1311.6028090960262,1304.258651304872
450,-0.014,KG,1271.6453038346608,1311.3538171151847,1304.2428796135177
450,-0.013666666666666667,KG,1271.3809480689288,1311.1069277498414,1304.2274761757415
450,-0.013333333333333332,KG,1271.1173474209556,1310.860567684518,1304.212441179164
450,-0.013,KG,1270.854064402429,1310.6143115171553,1304.1977748078073
450,-0.012666666666666666,KG,1270.588820139877,1310.3659483985496,1304.1834772420784
450,-0.012333333333333332,KG,1270.322621716729,1310.1164538051373,1304.169548658758
450,-0.012,KG,1270.0530018867757,1309.8634344110005,1304.155989230982
450,-0.011666666666666667,KG,1269.786697744637,1309.6134215056704,1304.1427991282276
450,-0.011333333333333334,KG,1269.5163656284478,1309.3592936050788,1304.1299785163014
450,-0.011,KG,1269.2456526776057,1309.1045859275039,1304.1175275573207
450,-0.010666666666666666,KG,1268.9821577978573,1308.8566648092656,1304.1054464097022
450,-0.010333333333333333,KG,1268.708615492905,1308.5987895957023,1304.0937352281446
450,-0.009999999999999998,KG,1268.4436786933636,1308.3490437555722,1304.0823941636168
450,-0.009666666666666667,KG,1268.1813487232,1308.1016101694638,1304.0714233633425
450,-0.009333333333333332,KG,1267.9097319023776,1307.844957146598,1304.0608229707852
450,-0.009,KG,1267.6561692851428,1307.6055898532247,1304.050593125634
450,-0.008666666666666666,KG,1267.392625276988,1307.3563277606997,1304.040733963792
450,-0.008333333333333333,KG,1267.1319744312107,1307.1096511320645,1304.0312456173579
450,-0.008,KG,1266.8903767258334,1306.881224285505,1304.022128214615
450,-0.007666666666666666,KG,1266.6289417664939,1306.6333455997858,1304.0133818800166
450,-0.007333333333333332,KG,1266.3884240700008,1306.4055211518032,1304.0050067341713
450,-0.007,KG,1266.1543828957358,1306.1837508276428,1303.9970028938294
450,-0.006666666666666666,KG,1265.9064352696812,1305.9482753619225,1303.9893704718706
450,-0.006333333333333333,KG,1265.6913075577672,1305.7443874296766,1303.9821095772884
450,-0.006,KG,1265.4626017176777,1305.5271105652819,1303.9752203151768
450,-0.005666666666666667,KG,1265.2417764305483,1305.317244253005,1303.9687027867178
450,-0.005333333333333333,KG,1265.0499395285794,1305.1352467842657,1303.9625570891667
450,-0.004999999999999999,KG,1264.8350558054194,1304.9306798133248,1303.9567833158394
450,-0.004666666666666666,KG,1264.6504797708508,1304.7552577873337,1303.951381556099
450,-0.004333333333333333,KG,1264.476238807858,1304.5896203098455,1303.9463518953426
